lat,lon,city,street,housenumber,postcode
51.0570978,16.9702029,Wrocław,Połabian,111,52-339
51.0604913,16.9695212,Wrocław,Połabian,10,52-339
51.0601124,16.9705177,Wrocław,Wolinian,10,52-339
51.0573455,16.9695684,Wrocław,Siedliczan,6,52-340
51.0601430,16.9681879,Wrocław,Dalemińców,24,52-340
51.0583402,16.9718624,Wrocław,Słowińców,18,52-339
51.0583408,16.9704330,Wrocław,Połabian,68,52-339
51.0604944,16.9730894,Wrocław,Balladyny,5,52-334
51.0591908,16.9723225,Wrocław,Łuczan,2,52-339
51.0584592,16.9704181,Wrocław,Połabian,64,52-339
51.0600093,16.9723496,Wrocław,Chyżan,9,52-339
51.0614133,16.9726310,Wrocław,Piernikowa,13a,52-332
51.0580753,16.9699462,Wrocław,Połabian,79,52-339
51.0598820,16.9695316,Wrocław,Połabian,19,52-339
51.0586428,16.9692568,Wrocław,Goplan,7,52-340
51.0587989,16.9703854,Wrocław,Połabian,54,52-339
51.0615038,16.9716439,Wrocław,Zabrodzka,24,52-336
51.0575973,16.9721428,Wrocław,Czekoladowa,76,52-326
51.0564588,16.9700696,Wrocław,Redarów,14,52-340
51.0564313,16.9698224,Wrocław,Redarów,20,52-340
51.0620007,16.9717213,Wrocław,Zabrodzka,7,52-336
51.0564701,16.9701481,Wrocław,Redarów,12,52-340
51.0568338,16.9703032,Wrocław,Połabian,121,52-339
51.0595007,16.9696789,Wrocław,Połabian,33,52-339
51.0600630,16.9705377,Wrocław,Wolinian,8,52-339
51.0602818,16.9697469,Wrocław,Połabian,18,52-339
51.0593322,16.9681322,Wrocław,Goleszan,19a,52-340
51.0615541,16.9733364,Wrocław,Piernikowa,9,52-332
51.0567868,16.9696851,Wrocław,Redarów,7,52-340
51.0595445,16.9712322,Wrocław,Słoneczna,38,52-335
51.0589985,16.9716659,Wrocław,Słowińców,11,52-339
51.0620076,16.9728532,Wrocław,Piernikowa,10,52-332
51.0571156,16.9708284,Wrocław,Połabian,94,52-339
51.0614467,16.9723322,Wrocław,Piernikowa,15a,52-332
51.0578103,16.9708659,Wrocław,Słowińców,51,52-339
51.0604445,16.9695999,Wrocław,Połabian,12,52-339
51.0607683,16.9731110,Wrocław,Balladyny,8,52-334
51.0615461,16.9714797,Wrocław,Zabrodzka,22,52-336
51.0601461,16.9710233,Wrocław,Wolinian,11,52-339
51.0604194,16.9710002,Wrocław,Wolinian,21,52-339
51.0586537,16.9694178,Wrocław,Goplan,3,52-340
51.0571856,16.9701359,Wrocław,Połabian,107,52-339
51.0595962,16.9704642,Wrocław,Słoneczna,56,52-335
51.0567758,16.9695942,Wrocław,Redarów,9,52-340
51.0617723,16.9735979,Wrocław,Piernikowa,6b,52-332
51.0580922,16.9710604,Wrocław,Słowińców,43,52-339
51.0576508,16.9689686,Wrocław,Siedliczan,17,52-340
51.0595571,16.9691033,Wrocław,Goleszan,5,52-340
51.0588183,16.9698151,Wrocław,Połabian,55,52-339
51.0585787,16.9714104,Wrocław,Słowińców,27,52-339
51.0599822,16.9694592,Wrocław,Połabian,15,52-339
51.0582866,16.9718456,Wrocław,Słowińców,20,52-339
51.0609392,16.9708231,Wrocław,Balladyny,9,52-334
51.0595405,16.9689226,Wrocław,Goleszan,9,52-340
51.0602144,16.9717482,Wrocław,Chyżan,16,52-339
51.0577093,16.9707639,Wrocław,Słowińców,55,52-339
51.0613758,16.9709748,Wrocław,Zabrodzka,30,52-336
51.0583902,16.9713017,Wrocław,Słowińców,31,52-339
51.0572351,16.9708195,Wrocław,Słowińców,56,52-339
51.0599961,16.9717724,Wrocław,Chyżan,8,52-339
51.0596058,16.9701997,Wrocław,Słoneczna,62,52-335
51.0598302,16.9695754,Wrocław,Połabian,21,52-339
51.0581026,16.9723000,Wrocław,Czekoladowa,72a,52-326
51.0572925,16.9693340,Wrocław,Siedliczan,12,52-340
51.0595193,16.9716630,Wrocław,Słoneczna,28,52-335
51.0589499,16.9722148,Wrocław,Łuczan,1,52-339
51.0601872,16.9692428,Wrocław,Połabian,7,52-339
51.0599789,16.9710620,Wrocław,Wolinian,5,52-339
51.0586544,16.9698641,Wrocław,Połabian,61,52-339
51.0580418,16.9709973,Wrocław,Słowińców,45,52-339
51.0595578,16.9714821,Wrocław,Słoneczna,32,52-335
51.0591673,16.9727038,Wrocław,Łuczan,8,52-339
51.0587011,16.9733950,Wrocław,Czekoladowa,64a,52-326
51.0599591,16.9722940,Wrocław,Chyżan,7,52-339
51.0574120,16.9700674,Wrocław,Połabian,99,52-339
51.0589539,16.9735892,Wrocław,Czekoladowa,62,52-326
51.0577075,16.9713787,Wrocław,Słowińców,40,52-339
51.0595647,16.9696654,Wrocław,Połabian,31,52-339
51.0586495,16.9691630,Wrocław,Goplan,9,52-340
51.0577556,16.9713967,Wrocław,Słowińców,38,52-339
51.0609776,16.9717880,Wrocław,Balladyny,18,52-334
51.0598465,16.9723102,Wrocław,Chyżan,3,52-339
51.0594859,16.9726746,Wrocław,Słoneczna,14,52-335
51.0573428,16.9700698,Wrocław,Połabian,101,52-339
51.0573102,16.9694121,Wrocław,Siedliczan,10,52-340
51.0574991,16.9700181,Wrocław,Połabian,95,52-339
51.0585032,16.9720119,Wrocław,Słowińców,12,52-339
51.0610235,16.9715632,Wrocław,Balladyny,18a,52-334
51.0584404,16.9698923,Wrocław,Połabian,65,52-339
51.0602742,16.9704743,Wrocław,Wolinian,16,52-339
51.0592079,16.9729896,Wrocław,Łuczan,10,52-339
51.0582318,16.9699233,Wrocław,Połabian,73,52-339
51.0599109,16.9722983,Wrocław,Chyżan,5,52-339
51.0599273,16.9710727,Wrocław,Wolinian,3,52-339
51.0588936,16.9716046,Wrocław,Słowińców,15,52-339
51.0621341,16.9729327,Wrocław,Marcepanowa,9,52-332
51.0605406,16.9694564,Wrocław,Połabian,8,52-339
51.0616847,16.9728430,Wrocław,Piernikowa,13,52-332
51.0581275,16.9699385,Wrocław,Połabian,77,52-339
51.0581797,16.9699309,Wrocław,Połabian,75,52-339
51.0582967,16.9712284,Wrocław,Słowińców,35,52-339
51.0578056,16.9714707,Wrocław,Słowińców,36,52-339
51.0590345,16.9684198,Wrocław,Goleszan,22,52-340
51.0589593,16.9703947,Wrocław,Połabian,48,52-339
51.0576557,16.9712991,Wrocław,Słowińców,42,52-339
51.0614105,16.9711883,Wrocław,Zabrodzka,28,52-336
51.0618000,16.9735076,Wrocław,Piernikowa,8,52-332
51.0587815,16.9734337,Wrocław,Czekoladowa,64,52-326
51.0598870,16.9717843,Wrocław,Chyżan,4,52-339
51.0597233,16.9696220,Wrocław,Połabian,25,52-339
51.0621052,16.9734225,Wrocław,Marcepanowa,7e,52-332
51.0590187,16.9703546,Wrocław,Połabian,46,52-339
51.0562314,16.9693618,Wrocław,Redarów,30,52-340
51.0582899,16.9692268,Wrocław,Goplan,10,52-340
51.0605333,16.9702382,Wrocław,Wolinian,26,52-339
51.0568262,16.9698450,Wrocław,Redarów,3,52-340
51.0571759,16.9708268,Wrocław,Słowińców,58,52-339
51.0584355,16.9731453,Wrocław,Czekoladowa,66,52-326
51.0574735,16.9717769,Wrocław,Czekoladowa,78a,52-326
51.0599801,16.9700214,Wrocław,Połabian,30,52-339
51.0600442,16.9687746,Wrocław,Dalemińców,4,52-340
51.0574830,16.9711370,Wrocław,Słowińców,46,52-339
51.0611416,16.9708495,Wrocław,Balladyny,24,52-334
51.0578001,16.9699853,Wrocław,Połabian,89,52-339
51.0580694,16.9727842,Wrocław,Czekoladowa,70,52-326
51.0595770,16.9709713,Wrocław,Słoneczna,44,52-335
51.0581765,16.9704657,Wrocław,Połabian,74,52-339
51.0589742,16.9697832,Wrocław,Połabian,49,52-339
51.0564423,16.9699035,Wrocław,Redarów,18,52-340
51.0569553,16.9708603,Wrocław,Połabian,100,52-339
51.0594630,16.9730663,Wrocław,Słoneczna,8,52-335
51.0615955,16.9708228,Wrocław,Zabrodzka,7a,52-336
51.0589421,16.9724030,Wrocław,Łuczan,5,52-339
51.0589091,16.9726426,Wrocław,Łuczan,11,52-339
51.0596018,16.9703809,Wrocław,Słoneczna,58,52-335
51.0576532,16.9707079,Wrocław,Słowińców,57,52-339
51.0582850,16.9691395,Wrocław,Goplan,12,52-340
51.0594820,16.9724530,Wrocław,Słoneczna,16,52-335
51.0595545,16.9711413,Wrocław,Słoneczna,40,52-335
51.0608457,16.9725998,Wrocław,Balladyny,12,52-334
51.0596198,16.9696461,Wrocław,Połabian,29,52-339
51.0573327,16.9709143,Wrocław,Słowińców,52,52-339
51.0573839,16.9709971,Wrocław,Słowińców,50,52-339
51.0576712,16.9694933,Wrocław,Siedliczan,5,52-340
51.0599337,16.9694845,Wrocław,Połabian,17,52-339
51.0592461,16.9697382,Wrocław,Połabian,39,52-339
51.0586600,16.9693349,Wrocław,Goplan,5,52-340
51.0591852,16.9697488,Wrocław,Połabian,41,52-339
51.0564932,16.9702354,Wrocław,Redarów,10,52-340
51.0603354,16.9696889,Wrocław,Połabian,16,52-339
51.0594975,16.9719998,Wrocław,Słoneczna,20,52-335
51.0572795,16.9709081,Wrocław,Słowińców,54,52-339
51.0587863,16.9715364,Wrocław,Słowińców,19,52-339
51.0591761,16.9689082,Wrocław,Goleszan,14,52-340
51.0594828,16.9733400,Wrocław,Słoneczna,1,52-335
51.0596681,16.9696301,Wrocław,Połabian,27,52-339
51.0603886,16.9696169,Wrocław,Połabian,14,52-339
51.0590669,16.9677209,Wrocław,Goleszan,24a,52-340
51.0585284,16.9713868,Wrocław,Słowińców,29,52-339
51.0576693,16.9692206,Wrocław,Siedliczan,11,52-340
51.0595178,16.9686694,Wrocław,Goleszan,15,52-340
51.0589193,16.9698008,Wrocław,Połabian,51,52-339
51.0579093,16.9715457,Wrocław,Słowińców,32,52-339
51.0583361,16.9699076,Wrocław,Połabian,69,52-339
51.0617171,16.9718059,Wrocław,Zabrodzka,18,52-336
51.0562797,16.9695216,Wrocław,Redarów,28,52-340
51.0586368,16.9704069,Wrocław,Połabian,60,52-339
51.0600509,16.9717665,Wrocław,Chyżan,10,52-339
51.0598649,16.9684534,Wrocław,Dalemińców,14,52-340
51.0570304,16.9702152,Wrocław,Połabian,113,52-339
51.0601248,16.9723307,Wrocław,Chyżan,13,52-339
51.0618817,16.9732624,Wrocław,Piernikowa,8a,52-332
51.0566878,16.9692906,Wrocław,Redarów,17,52-340
51.0582811,16.9694066,Wrocław,Goplan,6,52-340
51.0582225,16.9687924,Wrocław,Goplan,20,52-340
51.0594822,16.9727543,Wrocław,Słoneczna,12,52-335
51.0573632,16.9696467,Wrocław,Siedliczan,4,52-340
51.0597825,16.9696546,Wrocław,Połabian,23,52-339
51.0583921,16.9719387,Wrocław,Słowińców,16,52-339
51.0582790,16.9704581,Wrocław,Połabian,70,52-339
51.0610972,16.9724137,Wrocław,Balladyny,14a,52-334
51.0606184,16.9723614,Wrocław,Balladyny,7,52-334
51.0572748,16.9692554,Wrocław,Siedliczan,14,52-340
51.0599241,16.9700640,Wrocław,Połabian,32,52-339
51.0582412,16.9711823,Wrocław,Słowińców,37,52-339
51.0598372,16.9683847,Wrocław,Dalemińców,16,52-340
51.0579044,16.9699696,Wrocław,Połabian,85,52-339
51.0564517,16.9699852,Wrocław,Redarów,16,52-340
51.0602865,16.9691497,Wrocław,Połabian,3,52-339
51.0581242,16.9704695,Wrocław,Połabian,76,52-339
51.0595291,16.9718297,Wrocław,Słoneczna,24,52-335
51.0564356,16.9697287,Wrocław,Redarów,22,52-340
51.0586137,16.9689102,Wrocław,Goplan,15,52-340
51.0582840,16.9699157,Wrocław,Połabian,71,52-339
51.0572215,16.9690209,Wrocław,Siedliczan,20,52-340
51.0587070,16.9698502,Wrocław,Połabian,59,52-339
51.0595563,16.9713948,Wrocław,Słoneczna,34,52-335
51.0595257,16.9719093,Wrocław,Słoneczna,22,52-335
51.0577542,16.9708095,Wrocław,Słowińców,53,52-339
51.0603681,16.9709947,Wrocław,Wolinian,19,52-339
51.0601734,16.9723264,Wrocław,Chyżan,15,52-339
51.0566649,16.9692034,Wrocław,Redarów,19,52-340
51.0586018,16.9720626,Wrocław,Słowińców,8,52-339
51.0593499,16.9678489,Wrocław,Goleszan,21,52-340
51.0587465,16.9703953,Wrocław,Połabian,56,52-339
51.0591258,16.9703288,Wrocław,Połabian,42,52-339
51.0572392,16.9690990,Wrocław,Siedliczan,18,52-340
51.0586362,16.9689966,Wrocław,Goplan,13,52-340
51.0601977,16.9710288,Wrocław,Wolinian,13,52-339
51.0608080,16.9729201,Wrocław,Balladyny,10a,52-334
51.0574387,16.9718762,Wrocław,Czekoladowa,78,52-326
51.0604309,16.9734220,Wrocław,Balladyny,3,52-334
51.0585847,16.9704068,Wrocław,Połabian,62,52-339
51.0607501,16.9731970,Wrocław,Balladyny,8a,52-334
51.0591657,16.9730332,Wrocław,Łuczan,12,52-339
51.0565487,16.9703889,Wrocław,Redarów,6,52-340
51.0581949,16.9711581,Wrocław,Słowińców,39,52-339
51.0597914,16.9727766,Wrocław,Słoneczna,6,52-335
51.0602536,16.9710157,Wrocław,Wolinian,15,52-339
51.0582610,16.9690569,Wrocław,Goplan,14,52-340
51.0605822,16.9701337,Wrocław,Wolinian,28,52-339
51.0565886,16.9705548,Wrocław,Redarów,2,52-340
51.0586837,16.9714823,Wrocław,Słowińców,23,52-339
51.0601648,16.9705139,Wrocław,Wolinian,12,52-339
51.0593055,16.9697250,Wrocław,Połabian,37,52-339
51.0618189,16.9721967,Wrocław,Piernikowa,17,52-332
51.0582312,16.9704546,Wrocław,Połabian,72,52-339
51.0602174,16.9704920,Wrocław,Wolinian,14,52-339
51.0576571,16.9690548,Wrocław,Siedliczan,15,52-340
51.0595346,16.9688421,Wrocław,Goleszan,11,52-340
51.0569028,16.9708837,Wrocław,Połabian,102,52-339
51.0586288,16.9714663,Wrocław,Słowińców,25,52-339
51.0576656,16.9691379,Wrocław,Siedliczan,13,52-340
51.0570635,16.9713411,Wrocław,Czekoladowa,82,52-326
51.0601597,16.9717541,Wrocław,Chyżan,14,52-339
51.0599142,16.9686144,Wrocław,Dalemińców,10,52-340
51.0604050,16.9687855,Wrocław,Dalemińców,1,52-340
51.0591539,16.9684999,Wrocław,Goleszan,20a,52-340
51.0568436,16.9708859,Wrocław,Połabian,104,52-339
51.0598326,16.9717907,Wrocław,Chyżan,2,52-339
51.0583883,16.9699000,Wrocław,Połabian,67,52-339
51.0579663,16.9715605,Wrocław,Słowińców,30,52-339
51.0605921,16.9694456,Wrocław,Połabian,6,52-339
51.0573278,16.9694903,Wrocław,Siedliczan,8,52-340
51.0611786,16.9706206,Wrocław,Balladyny,26,52-334
51.0584000,16.9704401,Wrocław,Połabian,66,52-339
51.0579566,16.9699620,Wrocław,Połabian,83,52-339
51.0586292,16.9690789,Wrocław,Goplan,11,52-340
51.0600878,16.9693359,Wrocław,Połabian,11,52-339
51.0589571,16.9730871,Wrocław,Łuczan,16,52-339
51.0606454,16.9693911,Wrocław,Połabian,4,52-339
51.0591854,16.9724089,Wrocław,Łuczan,4,52-339
51.0600025,16.9687259,Wrocław,Dalemińców,6,52-340
51.0574567,16.9700388,Wrocław,Połabian,97,52-339
51.0581468,16.9710623,Wrocław,Słowińców,41,52-339
51.0596026,16.9702792,Wrocław,Słoneczna,60,52-335
51.0591230,16.9686498,Wrocław,Goleszan,20,52-340
51.0609466,16.9720128,Wrocław,Balladyny,16,52-334
51.0590688,16.9703580,Wrocław,Połabian,44,52-339
51.0597980,16.9723150,Wrocław,Chyżan,1,52-339
51.0591012,16.9717274,Wrocław,Słowińców,7,52-339
51.0568892,16.9703079,Wrocław,Połabian,119,52-339
51.0598717,16.9710765,Wrocław,Wolinian,1,52-339
51.0600077,16.9705457,Wrocław,Wolinian,6,52-339
51.0574318,16.9710602,Wrocław,Słowińców,48,52-339
51.0593185,16.9683142,Wrocław,Goleszan,19,52-340
51.0606968,16.9693770,Wrocław,Połabian,2,52-339
51.0600374,16.9710518,Wrocław,Wolinian,7,52-339
51.0586221,16.9688140,Wrocław,Goplan,17,52-340
51.0589485,16.9716571,Wrocław,Słowińców,13,52-339
51.0620225,16.9727744,Wrocław,Piernikowa,10a,52-332
51.0612198,16.9736571,Wrocław,Piernikowa,5a,52-332
51.0565619,16.9704612,Wrocław,Redarów,4,52-340
51.0595930,16.9705437,Wrocław,Słoneczna,54,52-335
51.0595820,16.9707177,Wrocław,Słoneczna,50,52-335
51.0590419,16.9682274,Wrocław,Goleszan,22a,52-340
51.0598935,16.9685246,Wrocław,Dalemińców,12,52-340
51.0606956,16.9734352,Wrocław,Balladyny,6,52-334
51.0617363,16.9724742,Wrocław,Piernikowa,15,52-332
51.0594713,16.9729731,Wrocław,Słoneczna,10,52-335
51.0580088,16.9699543,Wrocław,Połabian,81,52-339
51.0591142,16.9687396,Wrocław,Goleszan,18,52-340
51.0589092,16.9703949,Wrocław,Połabian,50,52-339
51.0597601,16.9734299,Wrocław,Słoneczna,4,52-335
51.0591466,16.9688297,Wrocław,Goleszan,16,52-340
51.0620043,16.9737489,Wrocław,Marcepanowa,7c,52-332
51.0592113,16.9690740,Wrocław,Goleszan,10,52-340
51.0588673,16.9698065,Wrocław,Połabian,53,52-339
51.0595630,16.9691837,Wrocław,Goleszan,3,52-340
51.0564191,16.9695565,Wrocław,Redarów,26,52-340
51.0603078,16.9710166,Wrocław,Wolinian,17,52-339
51.0596091,16.9701201,Wrocław,Słoneczna,64,52-335
51.0590555,16.9679138,Wrocław,Goleszan,24,52-340
51.0579301,16.9709723,Wrocław,Słowińców,49,52-339
51.0581826,16.9717612,Wrocław,Słowińców,24,52-339
51.0590489,16.9717217,Wrocław,Słowińców,9,52-339
51.0583099,16.9694813,Wrocław,Goplan,4,52-340
51.0600251,16.9700038,Wrocław,Połabian,28,52-339
51.0610990,16.9711083,Wrocław,Balladyny,22,52-334
51.0579056,16.9725398,Wrocław,Czekoladowa,72,52-326
51.0590230,16.9697714,Wrocław,Połabian,47,52-339
51.0602689,16.9717418,Wrocław,Chyżan,18,52-339
51.0592257,16.9692449,Wrocław,Goleszan,6,52-340
51.0580077,16.9704952,Wrocław,Połabian,80,52-339
51.0580144,16.9716038,Wrocław,Słowińców,28,52-339
51.0590750,16.9697675,Wrocław,Połabian,45,52-339
51.0591344,16.9697546,Wrocław,Połabian,43,52-339
51.0584495,16.9719440,Wrocław,Słowińców,14,52-339
51.0592037,16.9691595,Wrocław,Goleszan,8,52-340
51.0589361,16.9723047,Wrocław,Łuczan,3,52-339
51.0589173,16.9725644,Wrocław,Łuczan,9,52-339
51.0601376,16.9692896,Wrocław,Połabian,9,52-339
51.0604808,16.9703465,Wrocław,Wolinian,24,52-339
51.0587663,16.9698373,Wrocław,Połabian,57,52-339
51.0572571,16.9691772,Wrocław,Siedliczan,16,52-340
51.0591561,16.9717867,Wrocław,Słowińców,5,52-339
51.0602369,16.9691960,Wrocław,Połabian,5,52-339
51.0577237,16.9723769,Wrocław,Czekoladowa,74,52-326
51.0605352,16.9727818,Wrocław,Balladyny,5a,52-334
51.0605031,16.9690064,Wrocław,Połabian,1,52-339
51.0605571,16.9689547,Wrocław,Zabrodzka,36,52-336
51.0605270,16.9688592,Wrocław,Zabrodzka,36a,52-336
51.0604956,16.9687866,Wrocław,Zabrodzka,36b,52-336
51.0595202,16.9722843,Wrocław,Słoneczna,18a,52-335
51.0562744,16.9694557,,Redarów,28,
51.0599068,16.9733927,Wrocław,Słoneczna,4,52-335
51.0580777,16.9728724,Wrocław,Czekoladowa,70,52-326
51.0657267,16.9668314,Wrocław,Giełdowa,10,52-438
51.0687237,16.9663053,Wrocław,Giełdowa,12b,52-438
51.0679973,16.9632361,Wrocław,Giełdowa,12i,52-438
51.0681422,16.9647515,Wrocław,Giełdowa,12f,52-438
51.0656863,16.9671120,Wrocław,Giełdowa,8,52-438
51.0686932,16.9607618,Wrocław,Giełdowa,12m,52-438
51.0686452,16.9619933,Wrocław,Giełdowa,12l,52-438
51.0684721,16.9659687,Wrocław,Giełdowa,12d,52-438
51.0665788,16.9650614,Wrocław,Giełdowa,12g,52-438
51.0683179,16.9625955,Wrocław,Giełdowa,12k,52-438
51.0658064,16.9667121,Wrocław,Giełdowa,12,52-438
51.0670666,16.9644148,Wrocław,Giełdowa,12h,52-438
51.0682566,16.9657321,Wrocław,Giełdowa,12e,52-438
51.0646245,16.9608260,Wrocław,Targowa,4,52-326
51.0680395,16.9621955,Wrocław,Giełdowa,12o,52-438
51.0678968,16.9624738,Wrocław,Giełdowa,12n,52-438
51.0654316,16.9640590,Wrocław,Targowa,3,52-326
51.0665985,16.9734722,Wrocław,Kostrzyńska,2,52-320
51.0661185,16.9721360,Wrocław,Kostrzyńska,27,52-320
51.0673581,16.9737379,Wrocław,Karmelkowa,70,52-319
51.0656359,16.9728792,Wrocław,Kostrzyńska,22,52-320
51.0641877,16.9736672,Wrocław,Wałbrzyska,61a,52-314
51.0660622,16.9725162,Wrocław,Kostrzyńska,23,52-320
51.0663721,16.9731157,Wrocław,Kostrzyńska,8,52-320
51.0662295,16.9725866,Wrocław,Kostrzyńska,19,52-320
51.0664326,16.9732121,Wrocław,Kostrzyńska,6,52-320
51.0659055,16.9729081,Wrocław,Kostrzyńska,16,52-320
51.0661443,16.9725444,Wrocław,Kostrzyńska,21,52-320
51.0663060,16.9726194,Wrocław,Kostrzyńska,17,52-320
51.0660378,16.9721078,Wrocław,Kostrzyńska,29,52-320
51.0665440,16.9733848,Wrocław,Kostrzyńska,4,52-320
51.0662250,16.9738034,Wrocław,Karmelkowa,55,52-319
51.0659935,16.9729226,Wrocław,Kostrzyńska,14,52-320
51.0664584,16.9726846,Wrocław,Kostrzyńska,13,52-320
51.0679814,16.9711474,Wrocław,Giełdowa,41,52-438
51.0657020,16.9725073,Wrocław,Kostrzyńska,28,52-320
51.0659860,16.9724835,Wrocław,Kostrzyńska,25,52-320
51.0681325,16.9677984,Wrocław,Giełdowa,12a,52-438
51.0667388,16.9731232,Wrocław,Kostrzyńska,5,52-320
51.0625249,16.9737700,Wrocław,Łysogórska,9,52-331
51.0663822,16.9726519,Wrocław,Kostrzyńska,15,52-320
51.0672340,16.9731870,Wrocław,Karmelkowa,51,52-437
51.0656641,16.9727540,Wrocław,Kostrzyńska,24,52-320
51.0667951,16.9731825,Wrocław,Kostrzyńska,3,52-320
51.0657299,16.9723817,Wrocław,Kostrzyńska,30,52-320
51.0661341,16.9729732,Wrocław,Kostrzyńska,12,52-320
51.0666811,16.9730044,Wrocław,Kostrzyńska,7,52-320
51.0658933,16.9720505,Wrocław,Kostrzyńska,33,52-320
51.0656080,16.9730049,Wrocław,Kostrzyńska,20,52-320
51.0665790,16.9728407,Wrocław,Kostrzyńska,11,52-320
51.0658129,16.9720116,Wrocław,Kostrzyńska,35,52-320
51.0655753,16.9719468,Wrocław,Kostrzyńska,39,52-320
51.0646410,16.9730803,Wrocław,Wałbrzyska,50,52-314
51.0677098,16.9673308,Wrocław,Giełdowa,12c,52-438
51.0668460,16.9732646,Wrocław,Kostrzyńska,1,52-320
51.0662306,16.9730101,Wrocław,Kostrzyńska,10,52-320
51.0661100,16.9737509,Wrocław,Karmelkowa,55a,52-319
51.0642368,16.9736119,Wrocław,Wałbrzyska,61,52-314
51.0659734,16.9720835,Wrocław,Kostrzyńska,31,52-320
51.0641360,16.9737237,Wrocław,Wałbrzyska,61b,52-314
51.0666302,16.9729228,Wrocław,Kostrzyńska,9,52-320
51.0640856,16.9737790,Wrocław,Wałbrzyska,61c,52-314
51.0656831,16.9726283,Wrocław,Kostrzyńska,26,52-320
51.0655003,16.9719299,Wrocław,Kostrzyńska,41,52-320
51.0657298,16.9719737,Wrocław,Kostrzyńska,37,52-320
51.0613743,16.9768616,Wrocław,Sezamkowa,43,52-317
51.0608819,16.9748901,Wrocław,Czekoladowa,44,52-326
51.0609035,16.9756218,Wrocław,Czekoladowa,59,52-326
51.0620668,16.9779131,Wrocław,Sezamkowa,20,52-317
51.0613410,16.9741638,Wrocław,Piernikowa,3,52-332
51.0596308,16.9761810,Wrocław,Przemysłowa,16a,52-333
51.0619531,16.9779844,Wrocław,Sezamkowa,22,52-317
51.0619646,16.9785383,Wrocław,Migdałowa,9,52-317
51.0614352,16.9774027,Wrocław,Sezamkowa,30,52-317
51.0621747,16.9773859,Wrocław,Sezamkowa,29,52-317
51.0620493,16.9772979,Wrocław,Sezamkowa,33,52-317
51.0610184,16.9764699,Wrocław,Sezamkowa,47,52-317
51.0607554,16.9744916,Wrocław,Czekoladowa,46a,52-326
51.0619184,16.9740316,Wrocław,Marcepanowa,7b,52-332
51.0605218,16.9758237,Wrocław,Przemysłowa,2,52-333
51.0621786,16.9744931,Wrocław,Marcepanowa,6,52-332
51.0622723,16.9787803,Wrocław,Migdałowa,5,52-317
51.0617356,16.9743106,Wrocław,Marcepanowa,7,52-332
51.0600769,16.9743265,Wrocław,Czekoladowa,52,52-326
51.0611827,16.9769687,Wrocław,Sezamkowa,44a,52-317
51.0618399,16.9777476,Wrocław,Sezamkowa,26,52-317
51.0616390,16.9783189,Wrocław,Migdałowa,13,52-317
51.0610551,16.9757991,Wrocław,Czekoladowa,57,52-326
51.0607357,16.9765923,Wrocław,Sezamkowa,48,52-317
51.0596066,16.9755340,Wrocław,Przemysłowa,14,52-333
51.0602480,16.9744685,Wrocław,Czekoladowa,50,52-326
51.0613817,16.9739369,Wrocław,Piernikowa,5,52-332
51.0619638,16.9756088,Wrocław,Czekoladowa,38,52-326
51.0623348,16.9803231,Wrocław,Cukrowa,16b,52-316
51.0599104,16.9742275,Wrocław,Czekoladowa,54,52-326
51.0621880,16.9793765,Wrocław,Migdałowa,2a,52-317
51.0606918,16.9747308,Wrocław,Czekoladowa,46,52-326
51.0618211,16.9767103,Wrocław,Sezamkowa,37,52-317
51.0619068,16.9740923,Wrocław,Marcepanowa,7a,52-332
51.0597399,16.9741308,Wrocław,Czekoladowa,56,52-326
51.0610853,16.9750948,Wrocław,Czekoladowa,42,52-326
51.0616700,16.9750760,Wrocław,Marcepanowa,1a,52-332
51.0612080,16.9766445,Wrocław,Sezamkowa,45,52-317
51.0622995,16.9774735,Wrocław,Sezamkowa,25,52-317
51.0618948,16.9763113,Wrocław,Czekoladowa,49a,52-326
51.0609705,16.9745012,Wrocław,Czekoladowa,44a,52-326
51.0617488,16.9777838,Wrocław,Sezamkowa,26c,52-317
51.0616823,16.9778427,Wrocław,Sezamkowa,26e,52-317
51.0611999,16.9758636,Wrocław,Czekoladowa,55,52-326
51.0599904,16.9768346,Wrocław,Przemysłowa,20,52-333
51.0597305,16.9757928,Wrocław,Przemysłowa,12,52-333
51.0615319,16.9770146,Wrocław,Sezamkowa,41,52-317
51.0623632,16.9758600,Wrocław,Łysogórska,2,52-331
51.0603767,16.9773884,Wrocław,Przemysłowa,24,52-333
51.0616433,16.9753472,Wrocław,Marcepanowa,1,52-332
51.0603370,16.9762618,Wrocław,Przemysłowa,4,52-333
51.0615438,16.9744437,Wrocław,Piernikowa,4a,52-332
51.0618048,16.9754557,Wrocław,Marcepanowa,2,52-332
51.0614654,16.9749478,Wrocław,Piernikowa,2a,52-332
51.0606611,16.9754595,Wrocław,Czekoladowa,61,52-326
51.0597564,16.9763937,Wrocław,Przemysłowa,18,52-333
51.0612875,16.9744489,Wrocław,Piernikowa,1,52-332
51.0623462,16.9783990,Wrocław,Sezamkowa,12,52-317
51.0617763,16.9777753,Wrocław,Sezamkowa,26b,52-317
51.0618455,16.9780519,Wrocław,Sezamkowa,24,52-317
51.0619799,16.9772494,Wrocław,Sezamkowa,35,52-317
51.0607628,16.9775206,Wrocław,Przemysłowa,21,52-333
51.0622346,16.9774278,Wrocław,Sezamkowa,27,52-317
